Device ID,Device Name,M00,M01,M02,M03,M10,M11,M12,M13,M20,M21,M22,M23
0,VIVE_Pro MV,0.9494020938873291,-0.1469268798828125,0.27757543325424194,2.110081434249878,0.16041423380374908,0.9866968989372253,-0.026390375569462776,0.8497503995895386,-0.27000537514686584,0.06958212703466415,0.9603412747383118,1.2461988925933838
0,VIVE_Pro MV,0.9493532180786133,-0.1468999683856964,0.2777568995952606,2.109995126724243,0.16042298078536987,0.9866933226585388,-0.026472307741642,0.8497871160507202,-0.2701720893383026,0.06969015300273895,0.960286557674408,1.246215581893921
0,VIVE_Pro MV,0.949356734752655,-0.14682361483573914,0.277785062789917,2.109980583190918,0.16031068563461304,0.9867148995399475,-0.02634766511619091,0.8497732877731323,-0.27022621035575867,0.06954524666070938,0.9602818489074707,1.2462143898010254
0,VIVE_Pro MV,0.9493975043296814,-0.1468985229730606,0.2776060104370117,2.1099655628204346,0.16040876507759094,0.9866957664489746,-0.026467546820640564,0.8497855067253113,-0.2700246274471283,0.06965865939855576,0.9603303074836731,1.2462575435638428
0,VIVE_Pro MV,0.9493817687034607,-0.14695221185684204,0.2776314318180084,2.1100265979766846,0.16046904027462006,0.9866856932640076,-0.026476625353097916,0.8497751355171204,-0.27004414796829224,0.06968767195940018,0.9603227376937866,1.2461493015289307
0,VIVE_Pro MV,0.9493595957756042,-0.14690719544887543,0.2777310907840729,2.1098992824554443,0.16051670908927917,0.9866696000099182,-0.026785647496581078,0.8498096466064453,-0.27009379863739014,0.07000968605279922,0.9602853059768677,1.2461917400360107
0,VIVE_Pro MV,0.9492710828781128,-0.1469784379005432,0.277995765209198,2.1098732948303223,0.16063225269317627,0.9866487383842468,-0.02686184085905552,0.8497464656829834,-0.2703360319137573,0.07015424966812134,0.9602066278457642,1.246185541152954
0,VIVE_Pro MV,0.9493372440338135,-0.14680051803588867,0.2778640687465668,2.1100497245788574,0.16050191223621368,0.9866636991500854,-0.02709135226905346,0.8497312068939209,-0.2701813578605652,0.07031653821468353,0.9602382183074951,1.2460596561431885
0,VIVE_Pro MV,0.9492765665054321,-0.14684033393859863,0.2780500054359436,2.1100358963012695,0.1605108380317688,0.986666738986969,-0.026925789192318916,0.8496887683868408,-0.2703889012336731,0.07019005715847015,0.9601891040802002,1.246089220046997
0,VIVE_Pro MV,0.9493454098701477,-0.14690148830413818,0.2777825593948364,2.1099703311920166,0.16048111021518707,0.9866786599159241,-0.026666345074772835,0.8497562408447266,-0.2701647877693176,0.06989441812038422,0.9602737426757812,1.2461299896240234
0,VIVE_Pro MV,0.9493843913078308,-0.1468808650970459,0.2776601314544678,2.1099588871002197,0.16038016974925995,0.9867017865180969,-0.026416517794132233,0.8497292995452881,-0.27008765935897827,0.0696106106042862,0.9603160619735718,1.2461438179016113
0,VIVE_Pro MV,0.9494584798812866,-0.14684177935123444,0.2774274945259094,2.1099178791046143,0.160352423787117,0.9867033958435059,-0.02652474120259285,0.8497457504272461,-0.2698436975479126,0.06967030465602875,0.9603803157806396,1.2462072372436523
0,VIVE_Pro MV,0.9494258165359497,-0.14693017303943634,0.2774927616119385,2.1098809242248535,0.16044163703918457,0.986689567565918,-0.026497775688767433,0.8497990965843201,-0.2699058949947357,0.06967905908823013,0.9603621959686279,1.2461843490600586
0,VIVE_Pro MV,0.949439525604248,-0.14688454568386078,0.277469664812088,2.1099696159362793,0.16037695109844208,0.9867016077041626,-0.026442507281899452,0.8497601747512817,-0.2698957622051239,0.06960529088973999,0.9603704214096069,1.2462491989135742
0,VIVE_Pro MV,0.9493792653083801,-0.14684641361236572,0.2776961028575897,2.109779119491577,0.1604047566652298,0.9866922497749329,-0.026621650904417038,0.8497326970100403,-0.27009129524230957,0.06981781870126724,0.9602999687194824,1.2463781833648682
0,VIVE_Pro MV,0.9493029117584229,-0.14701151847839355,0.27786964178085327,2.109679937362671,0.16057448089122772,0.9866660833358765,-0.026568366214632988,0.8497604131698608,-0.27025869488716125,0.0698402002453804,0.9602512717247009,1.2464613914489746
0,VIVE_Pro MV,0.9493495225906372,-0.14675910770893097,0.27784377336502075,2.109682559967041,0.16038702428340912,0.9866892099380493,-0.026841450482606888,0.8497660160064697,-0.27020618319511414,0.07004445046186447,0.9602511525154114,1.246335744857788
0,VIVE_Pro MV,0.9493457078933716,-0.14682689309120178,0.2778211236000061,2.109801769256592,0.16046665608882904,0.9866752028465271,-0.026880137622356415,0.8498342037200928,-0.27017247676849365,0.07009956240653992,0.9602566361427307,1.2463417053222656
0,VIVE_Pro MV,0.9493828415870667,-0.1468801200389862,0.2776658535003662,2.109814167022705,0.1603761911392212,0.9867027401924133,-0.026403622701764107,0.8498299717903137,-0.27009546756744385,0.06959813088178635,0.9603148102760315,1.2464404106140137
0,VIVE_Pro MV,0.9493612051010132,-0.1469089835882187,0.27772462368011475,2.109779119491577,0.16042467951774597,0.9866935610771179,-0.026453619822859764,0.8497997522354126,-0.2701428234577179,0.06966792047023773,0.9602963924407959,1.2461597919464111
0,VIVE_Pro MV,0.9493958950042725,-0.14675793051719666,0.2776860296726227,2.109781503677368,0.16026954352855682,0.9867182970046997,-0.026470614597201347,0.8497916460037231,-0.27011311054229736,0.06963570415973663,0.9603070616722107,1.2463128566741943
0,VIVE_Pro MV,0.9494199156761169,-0.146736741065979,0.277614951133728,2.1097640991210938,0.16023457050323486,0.9867246747016907,-0.026443572714924812,0.8497753143310547,-0.2700493037700653,0.06958957016468048,0.9603284001350403,1.246326208114624
0,VIVE_Pro MV,0.9494040012359619,-0.14668844640254974,0.27769505977630615,2.1097071170806885,0.16026347875595093,0.9867129921913147,-0.026703331619501114,0.8497877717018127,-0.270088255405426,0.06985662132501602,0.9602980613708496,1.2462542057037354
0,VIVE_Pro MV,0.9493970274925232,-0.14671149849891663,0.27770668268203735,2.109691858291626,0.16030924022197723,0.9867035746574402,-0.02677779272198677,0.8498260974884033,-0.27008554339408875,0.0699416995048523,0.9602925777435303,1.246300458908081
0,VIVE_Pro MV,0.9493423104286194,-0.14676693081855774,0.27786436676979065,2.109644651412964,0.16037991642951965,0.986691951751709,-0.02678178995847702,0.8498375415802002,-0.2702358663082123,0.06998895108699799,0.9602469205856323,1.246438980102539
0,VIVE_Pro MV,0.9493568539619446,-0.1467093676328659,0.27784502506256104,2.1096315383911133,0.16035903990268707,0.9866914749145508,-0.026925373822450638,0.8498536348342896,-0.2701971232891083,0.07011674344539642,0.9602484703063965,1.2463533878326416
0,VIVE_Pro MV,0.9493334293365479,-0.14678342640399933,0.2778860330581665,2.1095752716064453,0.16034047305583954,0.9867039918899536,-0.026574790477752686,0.8498716354370117,-0.2702905237674713,0.06978470832109451,0.9602463841438293,1.2463726997375488
0,VIVE_Pro MV,0.9493551850318909,-0.14686104655265808,0.2777707278728485,2.1094589233398438,0.1604316681623459,0.9866873025894165,-0.026643211022019386,0.8498082160949707,-0.2701600193977356,0.06985709071159363,0.9602778553962708,1.2462666034698486
0,VIVE_Pro MV,0.9493926763534546,-0.14692077040672302,0.27761101722717285,2.109534740447998,0.160441592335701,0.9866895079612732,-0.026500673964619637,0.8498860597610474,-0.2700223922729492,0.06969989836215973,0.9603279232978821,1.246307611465454
0,VIVE_Pro MV,0.949358344078064,-0.14681443572044373,0.27778464555740356,2.109529733657837,0.16034650802612305,0.9867047667503357,-0.02650894783437252,0.8498242497444153,-0.2701995372772217,0.06970828771591187,0.9602774977684021,1.246272087097168
0,VIVE_Pro MV,0.9494180679321289,-0.14670683443546295,0.277637243270874,2.1095004081726074,0.16025269031524658,0.9867172241210938,-0.026612538844347,0.8498542308807373,-0.2700452208518982,0.06975853443145752,0.9603173136711121,1.2463126182556152
0,VIVE_Pro MV,0.9493932127952576,-0.14677920937538147,0.277683824300766,2.1094985008239746,0.16031479835510254,0.9867087006568909,-0.026553403586149216,0.8498438596725464,-0.2700955867767334,0.06972644478082657,0.9603054523468018,1.2463979721069336
0,VIVE_Pro MV,0.949397087097168,-0.1469549983739853,0.277577668428421,2.109429121017456,0.16047462821006775,0.9866841435432434,-0.026500573381781578,0.8498694896697998,-0.2699871063232422,0.06970373541116714,0.9603375792503357,1.2464218139648438
0,VIVE_Pro MV,0.9493624567985535,-0.14701756834983826,0.277662992477417,2.109405755996704,0.1605149656534195,0.9866805672645569,-0.026389891281723976,0.849909782409668,-0.2700849175453186,0.06962263584136963,0.9603159427642822,1.24638032913208
0,VIVE_Pro MV,0.9493926763534546,-0.14675672352313995,0.2776976227760315,2.1093058586120605,0.16032294929027557,0.9867044687271118,-0.02666177973151207,0.8499260544776917,-0.2700926959514618,0.06983379274606705,0.9602985382080078,1.2463936805725098
0,VIVE_Pro MV,0.9493568539619446,-0.14680199325084686,0.2777961790561676,2.1093926429748535,0.16035649180412292,0.9867010116577148,-0.026587333530187607,0.8499068021774292,-0.2701987028121948,0.06978728622198105,0.9602720141410828,1.2463021278381348
0,VIVE_Pro MV,0.9493768811225891,-0.14686594903469086,0.27769389748573303,2.109483242034912,0.16040568053722382,0.9866939187049866,-0.02655334211885929,0.8499390482902527,-0.27009910345077515,0.06975280493497849,0.9603025317192078,1.2464227676391602
0,VIVE_Pro MV,0.9494225382804871,-0.14683860540390015,0.27755221724510193,2.1094324588775635,0.16036108136177063,0.9867017269134521,-0.02653384767472744,0.8498867750167847,-0.2699650526046753,0.06970040500164032,0.9603440165519714,1.246286153793335
0,VIVE_Pro MV,0.9492987990379333,-0.14685669541358948,0.2779654264450073,2.1090433597564697,0.16041384637355804,0.9866929054260254,-0.02654360793530941,0.8498555421829224,-0.27036839723587036,0.06978731602430344,0.9602242708206177,1.2465877532958984
0,VIVE_Pro MV,0.9492875337600708,-0.14700189232826233,0.2779272496700287,2.1089749336242676,0.1606120765209198,0.9866558313369751,-0.02672206237912178,0.8498386144638062,-0.270290344953537,0.0700053870677948,0.9602303504943848,1.246650218963623
0,VIVE_Pro MV,0.9493498802185059,-0.1470121294260025,0.2777087688446045,2.109112024307251,0.16062915325164795,0.986650824546814,-0.026803765445947647,0.8498644828796387,-0.27006107568740845,0.07005427032709122,0.96029132604599,1.2465662956237793
0,VIVE_Pro MV,0.9492257833480835,-0.1472838819026947,0.27798888087272644,2.1090710163116455,0.16089043021202087,0.9866123199462891,-0.026653066277503967,0.8498950004577637,-0.270341694355011,0.07002552598714828,0.960214376449585,1.2465944290161133
0,VIVE_Pro MV,0.9491464495658875,-0.1471707820892334,0.27831950783729553,2.1089890003204346,0.16078417003154755,0.9866309762001038,-0.026604199782013893,0.8500000238418579,-0.27068328857421875,0.07000064849853516,0.9601200222969055,1.2466788291931152
0,VIVE_Pro MV,0.949173629283905,-0.14626732468605042,0.2787027359008789,2.108760118484497,0.1600038707256317,0.986745297908783,-0.027064219117164612,0.8499587774276733,-0.27105000615119934,0.07028216123580933,0.9599959850311279,1.2466866970062256
0,VIVE_Pro MV,0.9492197036743164,-0.14687004685401917,0.2782283127307892,2.1088359355926514,0.16043132543563843,0.9866915941238403,-0.02648596651852131,0.8500166535377502,-0.27063554525375366,0.06977753341197968,0.9601497054100037,1.2466297149658203
0,VIVE_Pro MV,0.9493435621261597,-0.14697393774986267,0.27775058150291443,2.1089346408843994,0.16050292551517487,0.9866799712181091,-0.026484854519367218,0.8499573469161987,-0.2701583504676819,0.06972300261259079,0.9602880477905273,1.24648118019104
0,VIVE_Pro MV,0.9493568539619446,-0.1471259891986847,0.2776247262954712,2.1093266010284424,0.16064868867397308,0.9866564869880676,-0.026474982500076294,0.8499467968940735,-0.2700250744819641,0.06973424553871155,0.9603247046470642,1.246703863143921
0,VIVE_Pro MV,0.9492641091346741,-0.14713174104690552,0.277938574552536,2.1089842319488525,0.16064202785491943,0.9866610765457153,-0.02634597010910511,0.8500515222549438,-0.27035483717918396,0.06965789198875427,0.960237443447113,1.2467379570007324
